identifier,name,size,url,collection,title,mediatype,year,description,subject,file_name,transcript,avg(confidence),min(confidence),max(confidence)
tobacco_jty99d00,tobacco_jty99d00.mp4,6731298,https://archive.org/download/tobacco_jty99d00/tobacco_jty99d00.mp4,newsandpublicaffairs,movies,PROPOSITION,1966,Old Gold cigarette commercial.,"tobacco, cigarette,television , advertising , filter, marketing",tobacco_jty99d00,got a proposition for you how'd you like some new outdoor furniture watches Linens let me sweeten the deal how about cash instead or maybe add your trading stamps just save the gift store coupons on Old Gold filters that's a pretty good proposition all this and the best taste yet in a filter cigarette Old Gold filters best cigarette that ever came with a coupon best coupon that ever came with a cigarette,0.8816414,0.8816414,0.8816414
tobacco_fcz99d00,tobacco_fcz99d00.mp4,9536526,https://archive.org/download/tobacco_fcz99d00/tobacco_fcz99d00.mp4,newsandpublicaffairs,movies,LN NEWPORT N 68 131 60C VER NP 6RLKO JACKHAMMER/N PACK CLR 60 SEC 60250; NEWPORT N 68 131 60C VER NP 6RLKO JACKHAMMER/N PACK CLR 60 SEC 60250,1967,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male",tobacco_fcz99d00,"set a jackhammer jockey named Jake riding the hammer is sure a rough Shake but his old cigarette makes it seem rubber yet got a brand it'll give me a break to them on refreshing to your taste said the guy with the shovel Addie's Newports the answer try these they're smooth taste is best they sure pass the test The Taste is as fresh as a breeze,Rich tobacco meant for freshness brightens up your face with every Puff the minute Jake tribe one he knew what smooth tasting Newports can do I know it can't be but it sure seems to me that the Jackhammer work smoother to change new pack smoother fresher taste king-size and 100s",0.844963985,0.7987912,0.89113677
tobacco_lxp91f00,tobacco_lxp91f00.mp4,71399008,https://archive.org/download/tobacco_lxp91f00/tobacco_lxp91f00.mp4,newsandpublicaffairs,movies,"SEG NO.1: PRIME NEWS 8:00 PM, N/A, CNN,  (19940222); SEG. NO.2: EYEWITNESS NEWS AT 5 05:00 PM, WUSA-TV, CBS, WASHINGTON, DC (19940222); SEG. NO.3: WORLD NEWS TONIGHT 6:30 PM, ABC-TV, ABC,  (19940222); SEG. NO.4: NBC NIGHTLY NEWS; 6:30 PM, NBC-TV, NBC,  (19940222); SEG. NO.5: EYEWITNESS NEWS AT 6 6:00 PM, WUSA-TV, CBS, WASHINGTON, DC (19940222)",1994,"TV news reports about the dangers of secondhand smoke exposure for pregnant women and the evidence of cigarette smoke in fetal hair, as well as rising rates of youth smoking.","tobacco, cigarette,carcinogen, female, Surgeon General, youth, advertising, pregnancy, secondhand smoke, anti-smoking advocacy, children, cancer",tobacco_lxp91f00,"coming up pregnant women exposed to secondhand smoke may be putting the baby that they're carrying at risk we'll have details up next research suggests new dangers about exposures to secondhand smoke,Indian researchers found evidence of cigarette smoke and Fetal hair this is the first biochemical proof that even The Offspring of non-smoking mothers can be affected by passive cigarette smoke the bottom line was is for the first time we can show that the passive smokers do have enough nicotine and cotton in on board to transfer it to the baby so this is not a theoretical question anymore whether the baby is affected we can measure, right now it's in the hair of the baby so it passed the blood into the hair and it is there to exert its effect Environmental Protection Agency has branded passive smoke a carcinogen this latest study is published in this week's Journal of the American Medical Association are medical and science reporter Bob all things we'll have more on this story on Eyewitness News at six, the FBI arrests a spy in the CIA teenagers and cigarettes the no-smoking message is not getting through and the message that children are getting from The Saga of Tonya Harding and Nancy Kerrigan, from ABC this is World News Tonight with Peter Jennings reporting tonight from Washington still ahead on world news tonight after so many years of progress the teenagers are lighting up again there's going to be a great deal of news about smoking this week the surgeon general's annual report on smoking and health will be issued on Thursday and several reports on smoking are being published in conjunction with it one of them finds that for the first time in 25 years more people are smoking not fewer, here's ABC's George Strait, everyday 3000 adolescents light up for the first time that's the biggest increase in the last four years I guess I wanted to fit in and then now I just really can't stop the increase is the same for men and women but there's a big difference in the smoking habits of black and white teenagers a government survey of 2,000 High School seniors to be released later this week shows of kids who smoke 22 percent were white but only four percent were black, I thought it was cool this man right here that's my hero the character Joe Camel has become the most successful vehicle to sell cigarettes to the young the Surgeon General says she'd like to see an end to all tobacco advertising I would have no problem regulating something that kills out of business as if the dangers of smoking two teenagers were not enough today's Journal of the American Medical Association issued a warning to pregnant women about passive smoke a new study shows that, that nicotine actually gets into the bodies of babies whose mothers are exposed to secondhand smoke passive smoking gets to the bathing enough amounts to endanger the fetus by not letting enough oxygen to get into the brain of the baby during development cigarette manufacturers say this study is to preliminary to be important also they deny targeting ads to young people but admit to stay in business they need to recruit thousands of new smokers every day, make up for the thousands who are quitting George Strait ABC News Washington, a major Espionage case a top CIA official accused of spying for Russia a break for cable customers the FCC orders a big break cut seven percent and in Texas another case of police videotape and charges of Caputo this is NBC Nightly News with Tom Brokaw in health news tonight we're talking about secondhand smoke once again according to a new study it can affect fetuses of women who don't smoke but are exposed to people who do University of, how scientists found traces of nicotine in hair samples of babies born to such mother's that's of concern of course because some studies suggest that children of women exposed to secondhand smoke may suffer developmental problems, this is CNN, Bernie thanks well researchers say there is evidence passive smoke reaches unborn children if their mothers are routinely exposed to secondhand smoke a researcher at the University of Toronto says he found chemical byproducts of tobacco, in newborns hair he says the chemical levels in Children of exposed Muslim mothers are about twice those in babies of non-exposed Mother's the American Medical Association says cigarette ads apparently do just what they're intended to do they encourage people to smoke unfortunately the AMA says teenage girls have been seduced by the ads and greater numbers than any other group more now from CNN's Gary tuchman, four of these five young women at one time or another of smoke cigarettes this young woman still does occasionally she says she got addicted at the age of 13 she's now 14 I feel like I need one I get to taste unlike our other people do it and I like feel like I have to have one she is one of many who feel that way according to a study in this week's Journal of the American Medical Association tobacco advertising campaigns targeting women which began in the late 60s resulted in a major increase in smoking, adolescent girls too young to legally purchase cigarettes he will allowing someone to come in and or an industry to come in and to some extent seduce our kids before they develop mentally mature enough to understand the problem with addiction and advertising campaign under heavy criticism involves this character named Joe who advertises a cigarette brand named after his species the fact it's a cartoon has led some to say it's targeted towards adolescence and now, oh the ad campaign is starting to include a stable of female camels the manufacturer of Campbell says the criticisms are unfair and says it's new ad is designed to convince primarily Marlboro smokers to try camel and hopefully switch Brands it is not designed to appeal to women or to youth however these youthful women disagree to Target to us they make us they make us think it's entertaining to make it seem like it's so much fun I think they're give to like probably 12 to like 15 like younger kids like new nine ten, loving and then older kills the just you know automatically and remember them and see them just use them we're at the crisis point now we have the evidence which clearly makes the association it's now time to take action the action says Pierce is for federal authorities to take the Q in ban all tobacco ads currently only broadcast advertising is not allowed needless to say a complete ban doesn't go over well with the tobacco industry inevitably kids are going to see those ads, but the world isn't a Sandbox and you cannot, prevent adults from seeing advertising even though some kids may see that advertising which isn't meant for them it's now been more than two decades since tobacco commercials were banned from television and radio and many Health Advocates say even if print tobacco ads were banned starting today it would still be two decades later than it should have been Gary tuchman CNN New York, a new study says the effects of second-hand smoke reach into the womb will explain in our medical and science report next there's more evidence that secondhand smoke can hurt people even The Unborn scientists have found that pregnant women exposed to smoke are also exposing, baby's medical and science reporter Bob office has the story, researchers report finding evidence of cigarette smoke trapped in fetal hair it's the first biochemical proof that The Offspring of smoking and even non-smoking mothers can be affected even passive smoking on a regular basis near a pregnant woman would cause accumulation of toxic compounds in The Unborn doctor Koreans team found traces of nicotine and codeine in the hair of 23 newborn babies whose mothers were exposed to cigarette smoke either at work or at home, during pregnancy the hairs were clipped between one and three days after delivery nicotine is known to pose considerable health risks in developing babies well we know that nicotine is a direct vasoconstrictor of the placenta what that means is that the blood flow is being limited to the developing baby that can limit the amount of oxygen that the baby receives and so limit growth potential nicotine from smoke is broken down in the mother's body to a byproduct called, cotinine both circulate through the mother's blood and our past to defeat his through the placenta exposure to smoke during pregnancy is associated with a number of health risks in infants including premature birth low birth weight and sudden infant death syndrome it's true that babies born to mothers who smoke have a higher incidence of respiratory infections in the first two years of life we don't know whether that's due to smoking before birth or after birth but it's probably a combination of both, it's also well known that babies of mothers who smoke have a higher incidence of ear infections it had long been suspected that secondhand smoke affected unborn babies negatively at now researchers appear to have demonstrated that that effect is measurable the Toronto study is reported in this week's edition of the Journal of the American Medical Association it gives expectant mothers more reason to avoid both smoking and secondhand smoke voltage Channel 9 Eyewitness News the Environmental Protection, an agency has already branded passive smoke a cancer-causing agent",0.8568391382142856,0.706449,0.912839
tobacco_qvi94c00,tobacco_qvi94c00.mp4,19238261,https://archive.org/download/tobacco_qvi94c00/tobacco_qvi94c00.mp4,newsandpublicaffairs,movies,EYEWITNESS NEWS TOBACCO CO.'S STILL MARKETING TO KIDS,2000,Report about in-store marketing and advertising of tobacco products targeting children.,"tobacco, cigarette,youth, children, youth access, marketing, advertising, anti-smoking advocacy",tobacco_qvi94c00,"and in eyewitness Health in big tobacco still finding ways to Target kids a new study says yes I'm Beverly Burke I'll have details in nine eyewitness hell I would have news at 6:00 begins right now where local news comes first this is 9 Eyewitness News at six and Gordon speaking of cigarettes can't see the store counter for all the cigarette ads and displays and some,they are young people are getting an eyeful and that worries anti-smoking Advocates Beverly Burke has this 9 eyewitness Health Report, part of that settlement with big tobacco was an agreement to restrict marketing tobacco products to kids contrary to the promises of the state settlement with the tobacco companies this study shows that today our kids are probably being bombarded with more tobacco ads than ever before Matthew Myers president of the campaign for tobacco-free kids is talking about the study by the University of Illinois at Chicago which shows a significant increase of tobacco product advertising and Retail and, it stores since the 1994 ban on Billboard's the kind of thing a young adolescent sees in terms of a cool t-shirt that you might be able to get by buying a pack of cigarettes prizes like what like CDs t-shirts hats glasses some displays make it easy for kids to even swipe cigarettes the displays that that you look at the tiered ones a lot of times the clerk can't even, see them because of the register or other things is blocking their View and it looked very easy for some kid to just go up and swipe one like cleric has your back turn right now Montgomery County is considering legislation that would have retailers and convenience stores put tobacco ads and products behind the counter so what's a the National Association of convenience store owners and states that signed that settlement agreement with the tobacco industry we've provided a copy of this, to all of the State Attorney General's and have asked him to open up their investigation we're still waiting for our response Beverly Burke 9 eyewitness Health but this afternoon the National Association of convenience stores released a statement disputing the results of this latest survey the association says quote what is clear is that the convenience store industry is taking aggressive steps to educate employees on how to deter illegal sales to use in store cigarette advertising is targeted at adult too, backhoe consumers for the purpose of brand switching",0.8486943171428571,0.77294755,0.8960266
tobacco_cty99d00,tobacco_cty99d00.mp4,9357093,https://archive.org/download/tobacco_cty99d00/tobacco_cty99d00.mp4,newsandpublicaffairs,movies,GREY OLD GOLD OGGS 68 226 60 C 6RBOA GUIDED TOUR 60SEC CLR 6303; OLD GOLD OGGS 68 226 60 C 6RBOA GUIDED TOUR 60SEC CLR 6303,1967,Old Gold cigarette commercial.,"tobacco, cigarette,television , advertising , male , female , filter, menthol cigarette, marketing",tobacco_cty99d00,"this is living, some people think there's a better way if you're independent you set your own style you don't follow the crowd you find a better something including a better-tasting cigarette perhaps Old Gold filters the cigarette for independent people oh Gold filters a delicious mixture of Rich tobacco flavors flavors that never came through a filter before something extra to gift star coupons give coupons, there for her it's a flavor I'm after why smoking that you can't taste them old Gold filters a cigarette for independent people with gift store coupons same coupon that comes on Fresh tasting menthols bring 100",0.8936845300000001,0.856587,0.91283864
tobacco_wcz99d00,tobacco_wcz99d00.mp4,7372561,https://archive.org/download/tobacco_wcz99d00/tobacco_wcz99d00.mp4,newsandpublicaffairs,movies,L N NEWPORT N68 136 40C 6REN0 MOVERS CLR 40 SEC 7125,1967,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male, African American",tobacco_wcz99d00,"set a householder name of McCray this new house suits me to a tee but I think that I'm doing a new cigarette to these taste Rob try a new port on me these Newports sure passed the test more refreshing than all of the rest the move of the day is to Newport I'd say here I'll carry that you,guys rest has that fresh the smoother more refreshing to your face",0.722197365,0.6873925,0.75700223
tobacco_juf67c00,tobacco_juf67c00.mp4,4640399,https://archive.org/download/tobacco_juf67c00/tobacco_juf67c00.mp4,newsandpublicaffairs,movies,"CLINTON / GORE ""TOBACCO""",1996,Commercial sponsored by the Clinton/Gore 96 primary committee criticizing Bob Dole for opposing the plan to eliminate tobacco ads targeting children and youth.,"tobacco, cigarette,children, youth, political activity, advertising, television, Food and Drug Administration",tobacco_juf67c00,"these children are trying for looking for the first time one will die from The Habit President Clinton says stop ads that teach our children to smoke but Bob Dole opposes an FDA limit on Tobacco ads that appeal to Children cigarettes aren't necessarily addictive some Fame milk is bad for kids to Dole says but 3,000 children start smoking every day one thousand will die from it one of three Bob Dole for President Clinton who's really protecting our children, Owen",0.5764517149999999,0.35600263,0.7969008
tobacco_khs62a00,tobacco_khs62a00.mp4,4719764,https://archive.org/download/tobacco_khs62a00/tobacco_khs62a00.mp4,newsandpublicaffairs,movies,"YOUTH SMOKING PREV ""MY REASON / HISP REV. 2"" ZYRA-1065 :30 WITH ENGLISH SUBTITLES",2001,Spanish language commercial for the youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris.,"tobacco, cigarette,youth, children, youth access, advertising, television, industry sponsored prevention program, Hispanic American",tobacco_khs62a00,but it really wasn't that for me,0.72454774,0.72454774,0.72454774
tobacco_yor91e00,tobacco_yor91e00.mp4,25411541,https://archive.org/download/tobacco_yor91e00/tobacco_yor91e00.mp4,newsandpublicaffairs,movies,NEWPORT LAMPLIGHTER - 60 OCEANEER - 60 HELICOPTER - 60 NET LAYER - 60,1968,Compilation of Newport commercials.,"tobacco, cigarette,advertising , television , menthol cigarette , male",tobacco_yor91e00,"just like the same know Port keeps inviting you back Newport cigarettes carefully selected blend chilled with just the right amount of refreshing Menthol Newport Menthol chilled remarkably refreshing taste,refreshing taste is what Newports all about you can taste a refreshing Ocean Breeze and every Puff, Newport Menthol chilled remarkably refreshing taste, Newport cigarettes carefully selected lend chilled with just the right amount of refreshing Menthol you can taste a refreshing Ocean Breeze in every pup, Menthol chilled remarkably refreshing taste Newport refreshing taste is what Newports all about, Newport Menthol chilled remarkably refreshing taste, Newport cigarettes carefully selected blend chill with just the right amount of refreshing menthol, you can taste the refreshing Ocean Breeze in every puff Newport Menthol chill remarkably refreshing taste refreshing taste is what Newports all about, Newport Menthol chilled remarkably refreshing taste, you bought cigarettes carefully selected blend chill with just the right amount of refreshing Menthol refreshing taste is what Newports all about Newport menfolk killed remarkably refreshing taste",0.8778234040000001,0.7511166,0.9128385
tobacco_zvp91f00,tobacco_zvp91f00.mp4,17086185,https://archive.org/download/tobacco_zvp91f00/tobacco_zvp91f00.mp4,newsandpublicaffairs,movies,"EYEWITNESS NEWS; 5:00 PM, WABC-TV, ABC, NEW YORK, NY",1994,TV news report about Surgeon General efforts to ban tobacco industry advertising campaigns targeting teenagers including the use of Joe Camel cartoon character.,"tobacco, cigarette,addiction, youth, youth access, advertising,  marketing, Surgeon General, lung cancer, nicotine, children, television, peer influence, advertising restriction, industry response",tobacco_zvp91f00,this is Channel 7 Eyewitness News with Greg Hearth rounds Abrams Sam Champion with the exclusive AccuWeather forecast and the Eyewitness News Team now Eyewitness News a new study confirms tonight what has long been suspected most smokers get hooked on cigarettes as teenagers the Surgeon General now says that smoking is not just an adult habit but an adolescent addiction study is prompting calls for drastic action and,0.807371,0.807371,0.807371
tobacco_oxw99d00,tobacco_oxw99d00.mp4,32793919,https://archive.org/download/tobacco_oxw99d00/tobacco_oxw99d00.mp4,newsandpublicaffairs,movies,'NEWARK TOBACCO TRIAL' 10 O'CLOCK NEWS TWORK - WNYW-TV/NEW YORK 880615 10:P.M. BUSINESS MORNING - CABLE NEWS NETWORK 880616 6:30 P.M.,1988,TV news reports about the tobacco companies expansion into foreign markets and the lack of health warnings on cigarette packages in many Asian countries including the Philippines. Also includes an overview of Rose Cipollone case when a cigarette company has been held liable for damages for the first time.,"tobacco, cigarette,lawsuit , individual lawsuit , tobacco industry lawyer , tobacco related health concerns, legal activity , product liability , court decision , advertising, marketing, business activity, television, tobacco related health concerns, tobacco industry, international trade, export, warning label",tobacco_oxw99d00,"wnyw Fox channel 5 in New York this is the ten o'clock news with John Rowland and Cora and mahalik for years our laws have required cigarette companies to warn folks about the risks of smoking and Monday's Landmark ruling against a tobacco company pointed out those dangers but the industry is finding less opposition in some places overseas and that's causing concern Rosanna Scotto reports socially speaking,smoking is not what it used to be here in the United States sales have declined and now cigarette companies are enticing third world countries including the Philippines to light up, this is one of many cigarette ads running on TV in Asia ads which have been banned from our Airwaves and this is one of several cigarette brands which do not have health warnings on it a member of the World Health Organization says what American Tobacco companies are doing the third world countries is dangerous the companies are practicing a double standard in their targeting very vulnerable people who have little, knowledge whatsoever about the health effects of smoking Gregory Connolly says because of the saturation of advertisements there has been a sharp increase in smoking in the Philippine several suits have been brought against r.j. Reynolds and Philip Morris companies because they're advertising never mentions the health risks but in many countries there are no laws requiring Health warnings and Connolly says in countries that do require it the tobacco companies hire politically influential people like Michael Deaver to apply pressure the companies have, cleverly used tobacco politics in the US to get their product in but they've done so at the expense of many other American goods and services we tried to get some cigarette companies to respond to the charges but they declined a spokesperson from RJ Reynolds did say he would only talk to me over the phone Ron field said his company made 28 million dollars in Asia last year any added where the we have warnings on something or not it doesn't mean we are fooling the public the tragedy will be is, use a nation will promote unnecessary death and disease overseas because of the actions of our company's Rosanna Scotto Fox News Channel 5, from the world's Financial Capital New York City this is business morning with Stuart Varney for Thursday June 16th 1988, only facts are presentable in a court of law but cash could be the most important factor in determining who actually wins a courtroom battle Richard Roth takes a look at the recent lawsuit involving three major tobacco company's lawyers for Antonio chip alone spent over two million dollars to sue three tobacco companies the jury awarded chip alone four hundred thousand dollars in Damages it's the first time a cigarette company has been held liable for damages financially the plaintiff was a loser but the trip alone sides, the defendant lost more quite frankly they spend fifty million dollars in came up paying us 400,000 so in terms of Investments I think they came out on the short end of the stick but the cigarette companies refused to confirm they spend 50 million dollars I'll tell you how much this case fast it cost too much tobacco companies have used their huge financial War chest to wear down many liability suits in the past that philosophy is shown in a leaked memo written by an attorney for RJ Reynolds after a court Victory the memo was sent to the National Law Journal, I talked about paraphrasing General Patton we make the son of a bitch spend more of his money that we spend of ours but the organizer of liability suits against the tobacco industry thinks the damage award will encourage more suits with will eventually hurt the company's financially if the first case one of these many cases is worth four hundred thousand dollars you really have to multiply that by in considering the industries exposure by the number of cases they can be faced with tobacco industry analysts think otherwise I think future cases are there, it you will be increasingly discouraged as the lawyers lose interest in getting a home run and getting the Mega Bucks out of it Antonio chip alone and his legal team have not decided how the four hundred thousand dollars gets divided both the industry and the anti-tobacco forces remain divided over what the 400,000 means four thousand dollars is just is kind of irrelevant really in the argument is just a number that they finally won something but it's symbolic yes symbolic exactly and the cigarette companies and the people that want to sue them vow to spend as much, much as necessary to win their fight Richard Roth CNN New York",0.8427452125,0.7164655,0.90655637
tobacco_zphx0033,tobacco_zphx0033.mp4,20529071,https://archive.org/download/tobacco_zphx0033/tobacco_zphx0033.mp4,newsandpublicaffairs,movies,"Philip Morris MBA recruiting video - LEO BURNETT PHILIP MORRIS / RECRUITMENT VIDEO ""PHILIP MORRIS & THE WORLD'S BEST BRANDS"" 6:51 U-MATIC CH69805",1995-11-01,Corporate promotional recruitment video showcasing employees and the top PM brands of 1995.  Montage of PM employee interviews and marketing campaigns.,"tobacco, cigarette, promotions , advertising , tobacco industry employee , marketing , cigarette brands , promotional merchandise , promotional campaign , marketing research",tobacco_zphx0033,"in terms of starting a career and building a career and building a foundation this place gives you all the tools that you could possibly ask for and more I was looking for a company that I belong to I wasn't trying to get a job I was trying to find a place I can truly say that we have more resources at our grasp than any organization that I've ever worked with and all of the organizations that I have worked with have been Fortune,companies I remember when a Philip Morris recruiter came to NYU and one of the things that the woman talked a lot about was how challenging and fun her job was and I thought to myself and that's exactly the kind of job I'm looking for and I can honestly say that I found that here I have came from Procter & Gamble I came from Leo Burnett after that so when I was looking to make a job change to come to Philip Morris I looked at a bunch of different brand management company, he's and I think the interesting thing about Philip Morris is not only does it not have a lot of the negatives you might find it also has a lot of positives that you would never have dreamed of, you come tomorrow it's the biggest brand in the world everything we do tries to convey that this is the biggest brand that we do things that nobody else can do so it's exciting everyone has some contact with this brand and I think that's kind of the most exciting thing about it is that you do something that's really out there in the marketplace you're not pushing papers and if the whole purpose of marketing is to create a brand image well I don't think anybody does it better than we do we've done programs like the Marlboro Adventure team you know multi multi multi-million dollar, Graham that had all sorts of different variations all sorts of consumer applications it was the biggest promotion that any consumer Products company has ever executed the promotion sort of range is the Spectrum from actually a continuity offer that a catalog promotion actually that allows consumers to save their proofs of purchase to get free stuff now in terms of consumers participating over 5 million consumers have participated in the adventure to promotion I think to date we've shipped over 30 million items to consumers in effect what we did with, our team was we entered a new business and that is probably the most exciting part about filthy Adventure team promotion in the Country Store promotion and so while I work in brand management these programs have allowed me to actually be a general manager and get into establishing setting up and running a new business so in that way it's an unbelievable challenge for me and it's been wonderful I'd fortunate in inheriting the Virginia Slims ad Campaign which was developed in the late 60s as brand manager I am responsible for, the equity of Virginia Slims and I try to keep that Equity constant while maintaining the freshness of the advertising and it's all image image image image we have to be the Setters of the trend we don't do exactly what the consumer tell us but more what we think they are going to want they wear is is a fashion catalogue that we launched every season top Mars has a commitment to other many other programs we actually have consumers that, ask us one is the book of days coming this year the book of days is an appointment book that contains coupons both Virginia Slims coupons and coupons with other tie-in partners might have to watch for bowling balls because Merit bowling is on my floor and they practice Virginia Slims tennis tennis rackets tennis people you never know who's going to show off Billie Jean King Chris Evert Martina Navratilova these people walk around this building and, it still amazes me that I work here, the culture at Philip Morris is a lot of fun very relaxed yet intense if that makes sense when I wake up everyday I'm really only limited by my imagination what I can actually dream up I've gotten new responsibilities as soon if not sooner than I'm ready for it which has kept me on my toes which is kept me really loving what I do because I'm never never bored nobody has brands of size that we do nobody has certainly the long, image in the marketplace that we do I think this is one of the most creative places I've ever been and I also think there's a real attitude on the part of management you know to let people be creative and to let people do the most that they can do so while you would have found any one of those things at a variety of other places here kind of all comes together in one package and I really have found it unusual our management here always wants the big the biggest the best idea the undone and lots of times, the company is willing to spend against it that's a situation and those are dynamics that you really don't find very frequently there's always room for individuality there's always room for having fun I mean we joke around a lot a lot during the day we're all aggressive excited about what we're doing I think there's a lot of fun I think people work hard and play hard and that's probably you know the attitude that's most prevalent, the mission that Philip Morris USA is relatively simple it's to be the most successful consumer packaged goods company in the world simple in terms of words more difficult in execution because the key to the execution is people it's to hire the right people and then to train and develop those people in such a way as they can contribute to their utmost and that involves treating the individual as an individual giving them the respect that they deserve, deserve and want and can flourish with and the recognizing their diversity if you bring all of those things together in your people you can be truly the most successful consumer packaged goods company in the world",0.8389665114285715,0.7336841,0.91283935
tobacco_avy99d00,tobacco_avy99d00.mp4,10025872,https://archive.org/download/tobacco_avy99d00/tobacco_avy99d00.mp4,newsandpublicaffairs,movies,GREY ADV OLD GOLD 68-236-60 TRAFFIC; OLD GOLD 68-236-60 TRAFFIC,1967,Old Gold Filters cigarette commercial.,"tobacco, cigarette,advertising, marketing, television, male, filter, female",tobacco_avy99d00,"this is living some people don't think so so they take some independent action they break away from the crowd find something better including a better-tasting cigarette perhaps All Gold filters the cigarette or independent people a delicious mixture of Rich tobacco,this flavors that never came through a filter before something extra to gift star coupons the gift coupons she saves them it's the flavor I'm after why smoke em if you can't taste them, old Gold filters the cigarette or independent people now with gift store coupons same coupon that comes on fresh-tasting Menthol spring filters",0.8705352366666667,0.8292293,0.91283834
